HGNC ID	Status	Approved symbol	Alias symbol	Previous symbol
HGNC:18448	Approved	NEIL1	FLJ22402	
HGNC:18448	Approved	NEIL1	hFPG1	
HGNC:18448	Approved	NEIL1	NEI1	
HGNC:18448	Approved	NEIL1	FPG1	
HGNC:18956	Approved	NEIL2	NEH2	
HGNC:18956	Approved	NEIL2	FLJ31644	
HGNC:18956	Approved	NEIL2	MGC2832	
HGNC:18956	Approved	NEIL2	MGC4505	
HGNC:24573	Approved	NEIL3	FLJ10858	
HGNC:24573	Approved	NEIL3	hFPG2	
HGNC:24573	Approved	NEIL3	FPG2	
HGNC:24573	Approved	NEIL3	hNEI3	
HGNC:24573	Approved	NEIL3	ZGRF3	
HGNC:7744	Approved	NEK1	NY-REN-55	
HGNC:7744	Approved	NEK1	KIAA1901	
HGNC:7745	Approved	NEK2	NLK1	
HGNC:7745	Approved	NEK2	NEK2A	
HGNC:7745	Approved	NEK2	RP67	
HGNC:7745	Approved	NEK2	PPP1R111	
HGNC:28085	Approved	NEK2-DT		
HGNC:19272	Approved	NEK2P1		NEK2P
HGNC:37816	Approved	NEK2P2		
HGNC:37817	Approved	NEK2P3		
HGNC:37818	Approved	NEK2P4		
HGNC:7746	Approved	NEK3	HSPK36	
HGNC:7746	Approved	NEK3	MGC29949	
HGNC:11399	Approved	NEK4	NRK2	STK2
HGNC:11399	Approved	NEK4	pp12301	STK2
HGNC:39649	Approved	NEK4P1		
HGNC:39650	Approved	NEK4P2		
HGNC:39651	Approved	NEK4P3		
HGNC:7748	Approved	NEK5		
HGNC:7749	Approved	NEK6	SID6-1512	
HGNC:13386	Approved	NEK7		
HGNC:13387	Approved	NEK8	NPHP9	
HGNC:18591	Approved	NEK9	Nek8	
HGNC:18591	Approved	NEK9	NERCC	
HGNC:18591	Approved	NEK9	DKFZp434D0935	
HGNC:18591	Approved	NEK9	MGC16714	
HGNC:18591	Approved	NEK9	NERCC1	
HGNC:18592	Approved	NEK10	FLJ32685	
HGNC:18593	Approved	NEK11	FLJ23495	
HGNC:12768	Approved	NELFA	NELF-A	WHSC2
HGNC:24324	Approved	NELFB	KIAA1182	COBRA1
HGNC:24324	Approved	NELFB	NELF-B	COBRA1
HGNC:15934	Approved	NELFCD	HSPC130	TH1L
HGNC:15934	Approved	NELFCD	TH1	TH1L
HGNC:15934	Approved	NELFCD	NELF-C	TH1L
HGNC:15934	Approved	NELFCD	NELF-D	TH1L
HGNC:13974	Approved	NELFE	RD	RDBP
HGNC:13974	Approved	NELFE	D6S45	RDBP
HGNC:13974	Approved	NELFE	NELF-E	RDBP
HGNC:13974	Approved	NELFE	RDP	RDBP
HGNC:7750	Approved	NELL1	IDH3GL	
HGNC:7750	Approved	NELL1	FLJ45906	
HGNC:7751	Approved	NELL2	NRP2	
HGNC:10663	Approved	NEMF	NY-CO-1	SDCCAG1
HGNC:10663	Approved	NEMF	FLJ10051	SDCCAG1
HGNC:29001	Approved	NEMP1	KIAA0286	TMEM194
HGNC:29001	Approved	NEMP1	KIAA0286	TMEM194A
HGNC:33700	Approved	NEMP2		TMEM194B
HGNC:55713	Approved	NEMP2-DT		
HGNC:30384	Approved	NENF	CIR2	
HGNC:30384	Approved	NENF	SCIRP10	
HGNC:30384	Approved	NENF	SPUF	
HGNC:50298	Approved	NENFP1		
HGNC:50299	Approved	NENFP2		
HGNC:50300	Approved	NENFP3		
HGNC:7754	Approved	NEO1	NGN	
HGNC:7754	Approved	NEO1	HsT17534	
HGNC:7754	Approved	NEO1	IGDCC2	
HGNC:7754	Approved	NEO1	NTN1R2	
HGNC:33184	Approved	NEPNP	NPN	
HGNC:33184	Approved	NEPNP	NEPN	
HGNC:24496	Approved	NEPRO	DKFZP434F2021	C3orf17
HGNC:24496	Approved	NEPRO	NET17	C3orf17
HGNC:41049	Approved	NEPRO-AS1		
HGNC:7756	Approved	NES	FLJ21841	
HGNC:14592	Approved	NET1	ARHGEF8	
HGNC:14592	Approved	NET1	NET1A	
HGNC:13823	Approved	NETO1	BTCL1	
HGNC:13823	Approved	NETO1	BCTL1	
HGNC:55333	Approved	NETO1-DT		
HGNC:14644	Approved	NETO2	FLJ10430	
HGNC:14644	Approved	NETO2	NEOT2	
HGNC:7758	Approved	NEU1		NEU
HGNC:7759	Approved	NEU2	SIAL2	
HGNC:7760	Approved	NEU3		
HGNC:21328	Approved	NEU4		
HGNC:7761	Approved	NEURL1	h-neu	NEURL
HGNC:7761	Approved	NEURL1	RNF67	NEURL
HGNC:7761	Approved	NEURL1	neu-1	NEURL
HGNC:51220	Approved	NEURL1-AS1		
HGNC:35422	Approved	NEURL1B	DKFZP761M1511	
HGNC:35422	Approved	NEURL1B	Neur2	
HGNC:35422	Approved	NEURL1B	RNF67B	
HGNC:16156	Approved	NEURL2	dJ337O18.6	C20orf163
HGNC:16156	Approved	NEURL2	FLJ30259	C20orf163
HGNC:16156	Approved	NEURL2	Ozz	C20orf163
HGNC:16156	Approved	NEURL2	Ozz-E3	C20orf163
HGNC:25162	Approved	NEURL3	Lincr	
HGNC:25162	Approved	NEURL3	LOC93082	
HGNC:25162	Approved	NEURL3	RNF132	
HGNC:34410	Approved	NEURL4	KIAA1787	
HGNC:7762	Approved	NEUROD1	BETA2	NEUROD
HGNC:7762	Approved	NEUROD1	BHF-1	NEUROD
HGNC:7762	Approved	NEUROD1	NeuroD	NEUROD
HGNC:7762	Approved	NEUROD1	bHLHa3	NEUROD
HGNC:7762	Approved	NEUROD1	MODY6	NEUROD
HGNC:7763	Approved	NEUROD2	NDRF	
HGNC:7763	Approved	NEUROD2	bHLHa1	
HGNC:13802	Approved	NEUROD4	Atoh3	
HGNC:13802	Approved	NEUROD4	ATH-3	
HGNC:13802	Approved	NEUROD4	MATH-3	
HGNC:13802	Approved	NEUROD4	bHLHa4	
HGNC:13804	Approved	NEUROD6	Atoh2	
HGNC:13804	Approved	NEUROD6	NEX1M	
HGNC:13804	Approved	NEUROD6	Math-2	
HGNC:13804	Approved	NEUROD6	bHLHa2	
HGNC:13804	Approved	NEUROD6	Nex1	
HGNC:7764	Approved	NEUROG1	AKA	NEUROD3
HGNC:7764	Approved	NEUROG1	Math4C	NEUROD3
HGNC:7764	Approved	NEUROG1	ngn1	NEUROD3
HGNC:7764	Approved	NEUROG1	bHLHa6	NEUROD3
HGNC:13805	Approved	NEUROG2	Atoh4	
HGNC:13805	Approved	NEUROG2	Math4A	
HGNC:13805	Approved	NEUROG2	ngn-2	
HGNC:13805	Approved	NEUROG2	bHLHa8	
HGNC:13805	Approved	NEUROG2	NGN2	
HGNC:40656	Approved	NEUROG2-AS1		
HGNC:13806	Approved	NEUROG3	Atoh5	
HGNC:13806	Approved	NEUROG3	Math4B	
HGNC:13806	Approved	NEUROG3	ngn3	
HGNC:13806	Approved	NEUROG3	bHLHa7	
HGNC:29433	Approved	NEXMIF	XPN	KIAA2022
HGNC:29433	Approved	NEXMIF	MRX98	KIAA2022
HGNC:29433	Approved	NEXMIF	KIDLIA	KIAA2022
HGNC:29557	Approved	NEXN	nexilin	
HGNC:29557	Approved	NEXN	NELIN	
HGNC:31983	Approved	NEXN-AS1	FLJ90637	C1orf118
HGNC:7765	Approved	NF1		
HGNC:7768	Entry Withdrawn	NF1L3		
HGNC:7772	Approved	NF1P1	NF1HHS	
HGNC:38664	Approved	NF1P2		
HGNC:7766	Approved	NF1P3		NF1L1
HGNC:7769	Approved	NF1P4		NF1L4
HGNC:7770	Approved	NF1P5		NF1L5
HGNC:7771	Approved	NF1P6	Em:AP000532.C22.1	NF1L6
HGNC:34230	Approved	NF1P7		NF1L7
HGNC:7767	Approved	NF1P8		NF1L2
HGNC:51736	Approved	NF1P9		
HGNC:51737	Approved	NF1P10		
HGNC:51738	Approved	NF1P11		
HGNC:51739	Approved	NF1P12		
HGNC:7773	Approved	NF2	merlin	
HGNC:7773	Approved	NF2	ACN	
HGNC:7773	Approved	NF2	SCH	
HGNC:7773	Approved	NF2	BANF	
HGNC:7773	Approved	NF2	merlin-1	
HGNC:29872	Approved	NFAM1	CNAIP	
HGNC:29866	Approved	NFASC	NRCAML	
HGNC:29866	Approved	NFASC	KIAA0756	
HGNC:29866	Approved	NFASC	FLJ46866	
HGNC:29866	Approved	NFASC	NF	
HGNC:7774	Approved	NFAT5	TONEBP	
HGNC:7774	Approved	NFAT5	KIAA0827	
HGNC:7774	Approved	NFAT5	NFATL1	
HGNC:7774	Approved	NFAT5	OREBP	
HGNC:7774	Approved	NFAT5	NFATZ	
HGNC:7774	Approved	NFAT5	NF-AT5	
HGNC:7775	Approved	NFATC1	NF-ATC	
HGNC:7775	Approved	NFATC1	NFATc	
HGNC:7775	Approved	NFATC1	NFAT2	
HGNC:7776	Approved	NFATC2	NF-ATP	
HGNC:7776	Approved	NFATC2	NFATp	
HGNC:7776	Approved	NFATC2	NFAT1	
HGNC:25906	Approved	NFATC2IP	FLJ14639	
HGNC:25906	Approved	NFATC2IP	NIP45	
HGNC:25906	Approved	NFATC2IP	RAD60	
HGNC:25906	Approved	NFATC2IP	ESC2	
HGNC:56085	Approved	NFATC2IP-AS1		
HGNC:7777	Approved	NFATC3	NFAT4	
HGNC:7777	Approved	NFATC3	NFATX	
HGNC:7778	Approved	NFATC4	NFAT3	
HGNC:7779	Entry Withdrawn	NFATC5		
HGNC:7780	Approved	NFE2	NF-E2	
HGNC:7781	Approved	NFE2L1	NRF1	TCF11
HGNC:7781	Approved	NFE2L1	LCR-F1	TCF11
HGNC:7781	Approved	NFE2L1	FLJ00380	TCF11
HGNC:7781	Approved	NFE2L1	NRF-1	TCF11
HGNC:54812	Approved	NFE2L1-DT		
HGNC:7782	Approved	NFE2L2	NRF2	
HGNC:7782	Approved	NFE2L2	NRF-2	
HGNC:7783	Approved	NFE2L3	Nrf3	
HGNC:22278	Approved	NFE2L3P1		
HGNC:44191	Approved	NFE2L3P2		
HGNC:29902	Approved	NFE4	NF-E4	
HGNC:7784	Approved	NFIA	NFI-L	
HGNC:7784	Approved	NFIA	KIAA1439	
HGNC:40402	Approved	NFIA-AS1	RP5-833A20.1	
HGNC:40401	Approved	NFIA-AS2		
HGNC:7785	Approved	NFIB	NFI-RED	
HGNC:7785	Approved	NFIB	NFIB2	
HGNC:7785	Approved	NFIB	NFIB3	
HGNC:56058	Approved	NFIB-AS1		
HGNC:7786	Approved	NFIC	CTF	NFI
HGNC:7786	Approved	NFIC	NF-I	NFI
HGNC:7786	Approved	NFIC	CTF5	NFI
HGNC:7787	Approved	NFIL3	E4BP4	IL3BP1
HGNC:7787	Approved	NFIL3	NFIL3A	IL3BP1
HGNC:7787	Approved	NFIL3	NF-IL3A	IL3BP1
HGNC:52681	Approved	NFILZ		LINC01862
HGNC:7788	Approved	NFIX	NF1A	
HGNC:7789	Entry Withdrawn	NFIXL1		
HGNC:7790	Entry Withdrawn	NFIXL2		
HGNC:7791	Entry Withdrawn	NFIXL3		
HGNC:7792	Entry Withdrawn	NFIXL4		
HGNC:7793	Entry Withdrawn	NFIXL5		
HGNC:7794	Approved	NFKB1	KBF1	
HGNC:7794	Approved	NFKB1	p105	
HGNC:7794	Approved	NFKB1	NFKB-p50	
HGNC:7794	Approved	NFKB1	p50	
HGNC:7794	Approved	NFKB1	NF-kappaB	
HGNC:7794	Approved	NFKB1	NFkappaB	
HGNC:7794	Approved	NFKB1	NF-kB1	
HGNC:7795	Approved	NFKB2	LYT-10	
HGNC:7795	Approved	NFKB2	p52	
HGNC:7795	Approved	NFKB2	p105	
HGNC:7795	Approved	NFKB2	NF-kB2	
HGNC:7795	Approved	NFKB2	p49/p100	
HGNC:7797	Approved	NFKBIA	IKBA	NFKBI
HGNC:7797	Approved	NFKBIA	MAD-3	NFKBI
HGNC:7797	Approved	NFKBIA	IkappaBalpha	NFKBI
HGNC:7798	Approved	NFKBIB	IKBB	
HGNC:7798	Approved	NFKBIB	TRIP9	
HGNC:15671	Approved	NFKBID	TA-NFKBH	
HGNC:15671	Approved	NFKBID	IkappaBNS	
HGNC:15671	Approved	NFKBID	IkBNS	
HGNC:7799	Approved	NFKBIE	IKBE	
HGNC:7800	Approved	NFKBIL1	IKBL	NFKBIL
HGNC:29805	Approved	NFKBIZ	MAIL	
HGNC:29805	Approved	NFKBIZ	FLJ34463	
HGNC:29805	Approved	NFKBIZ	INAP	
HGNC:7802	Approved	NFRKB	DKFZp547B2013	
HGNC:7802	Approved	NFRKB	INO80G	
HGNC:15910	Approved	NFS1	NifS	
HGNC:15910	Approved	NFS1	IscS	
HGNC:16287	Approved	NFU1	CGI-33	HIRIP5
HGNC:16287	Approved	NFU1	NifU	HIRIP5
HGNC:16287	Approved	NFU1	NIFUC	HIRIP5
HGNC:44553	Approved	NFU1P1		
HGNC:44554	Approved	NFU1P2		
HGNC:7803	Approved	NFX1	NFX2	
HGNC:7803	Approved	NFX1	MGC20369	
HGNC:7803	Approved	NFX1	Tex42	
HGNC:7803	Approved	NFX1	TEG-42	
HGNC:18726	Approved	NFXL1	HOZFP	
HGNC:7804	Approved	NFYA	HAP2	
HGNC:7804	Approved	NFYA	CBF-B	
HGNC:7804	Approved	NFYA	NF-YA	
HGNC:34078	Approved	NFYAP1		NFYAP
HGNC:7805	Approved	NFYB	CBF-A	
HGNC:7805	Approved	NFYB	HAP3	
HGNC:7805	Approved	NFYB	NF-YB	
HGNC:54604	Approved	NFYBP1		
HGNC:7806	Approved	NFYC	CBF-C	
HGNC:7806	Approved	NFYC	NF-YC	
HGNC:49451	Approved	NFYC-AS1	0808y08y	
HGNC:54923	Approved	NFYCP1		
HGNC:54924	Approved	NFYCP2		
HGNC:14077	Approved	NGB		
HGNC:20271	Approved	NGDN	DKFZP564O092	C14orf120
HGNC:20271	Approved	NGDN	LCP5	C14orf120
HGNC:20271	Approved	NGDN	lpd-2	C14orf120
HGNC:20271	Approved	NGDN	NGD	C14orf120
HGNC:20271	Approved	NGDN	CANu1	C14orf120
HGNC:7807	Approved	NGEF	ARHGEF27	
HGNC:7808	Approved	NGF		NGFB
HGNC:53922	Approved	NGF-AS1	RP4-663N10.1	
HGNC:7809	Approved	NGFR	TNFRSF16	
HGNC:7809	Approved	NGFR	CD271	
HGNC:7809	Approved	NGFR	p75NTR	
HGNC:55555	Approved	NGFR-AS1		
HGNC:17646	Approved	NGLY1	FLJ11005	
HGNC:17646	Approved	NGLY1	PNG1	
HGNC:17646	Approved	NGLY1	PNG-1	
HGNC:18077	Approved	NGRN	DSC92	
HGNC:7811	Entry Withdrawn	NHCP1		
HGNC:7812	Entry Withdrawn	NHCP2		
HGNC:25737	Approved	NHEJ1	Cernunnos	
HGNC:25737	Approved	NHEJ1	XLF	
HGNC:25737	Approved	NHEJ1	FLJ12610	
HGNC:7817	Approved	NHLH1	NSCL	HEN1
HGNC:7817	Approved	NHLH1	NSCL1	HEN1
HGNC:7817	Approved	NHLH1	bHLHa35	HEN1
HGNC:7818	Approved	NHLH2	NSCL2	HEN2
HGNC:7818	Approved	NHLH2	bHLHa34	HEN2
HGNC:21576	Approved	NHLRC1	bA204B7.2	
HGNC:21576	Approved	NHLRC1	EPM2B	
HGNC:24731	Approved	NHLRC2	FLJ25621	
HGNC:24731	Approved	NHLRC2	FLJ20147	
HGNC:24731	Approved	NHLRC2	FLJ33312	
HGNC:24731	Approved	NHLRC2	MGC45492	
HGNC:24731	Approved	NHLRC2	DKFZp779F115	
HGNC:33751	Approved	NHLRC3		
HGNC:26700	Approved	NHLRC4		
HGNC:14377	Approved	NHP2	FLJ20479	NOLA2
HGNC:23582	Approved	NHP2P1	bA360G10.4	NOLA2P1
HGNC:22797	Approved	NHP2P2	TCAG_30283	
HGNC:7820	Approved	NHS		
HGNC:40403	Approved	NHS-AS1		
HGNC:21021	Approved	NHSL1	bA43P8.1	C6orf63
HGNC:21021	Approved	NHSL1	KIAA1357	C6orf63
HGNC:40947	Approved	NHSL1-AS1	FLJ46906	
HGNC:33737	Approved	NHSL2		
HGNC:16784	Approved	NIBAN1	NIBAN	C1orf24
HGNC:16784	Approved	NIBAN1	NIBAN	FAM129A
HGNC:16784	Approved	NIBAN1	GIG39	C1orf24
HGNC:16784	Approved	NIBAN1	GIG39	FAM129A
HGNC:25282	Approved	NIBAN2	DKFZP434H0820	C9orf88
HGNC:25282	Approved	NIBAN2	DKFZP434H0820	FAM129B
HGNC:25282	Approved	NIBAN2	FLJ13518	C9orf88
HGNC:25282	Approved	NIBAN2	FLJ13518	FAM129B
HGNC:25282	Approved	NIBAN2	FLJ22151	C9orf88
HGNC:25282	Approved	NIBAN2	FLJ22151	FAM129B
HGNC:25282	Approved	NIBAN2	FLJ22298	C9orf88
HGNC:25282	Approved	NIBAN2	FLJ22298	FAM129B
HGNC:25282	Approved	NIBAN2	bA356B19.6	C9orf88
HGNC:25282	Approved	NIBAN2	bA356B19.6	FAM129B
HGNC:25282	Approved	NIBAN2	MINERVA	C9orf88
HGNC:25282	Approved	NIBAN2	MINERVA	FAM129B
HGNC:24130	Approved	NIBAN3	FLJ39802	FAM129C
HGNC:24130	Approved	NIBAN3	BCNP1	FAM129C
HGNC:18317	Approved	NICN1	MGC12936	
HGNC:40838	Entry Withdrawn	NICN1-AS1		
HGNC:18322	Approved	NICN2P		
HGNC:7821	Approved	NID1	entactin	NID
HGNC:13389	Approved	NID2		
HGNC:7822	Entry Withdrawn	NIDDM1		
HGNC:7823	Entry Withdrawn	NIDDM2		
HGNC:13390	Approved	NIF3L1	CALS-7	ALS2CR1
HGNC:13390	Approved	NIF3L1	MDS015	ALS2CR1
HGNC:17838	Approved	NIFK	Nopp34	MKI67IP
HGNC:17838	Approved	NIFK	hNIFK	MKI67IP
HGNC:27385	Approved	NIFK-AS1		
HGNC:44949	Approved	NIFKP1		MKI67IPP1
HGNC:44950	Approved	NIFKP2		MKI67IPP2
HGNC:44951	Approved	NIFKP3		MKI67IPP3
HGNC:44952	Approved	NIFKP4		MKI67IPP4
HGNC:44953	Approved	NIFKP5		MKI67IPP5
HGNC:44954	Approved	NIFKP6		MKI67IPP6
HGNC:44955	Approved	NIFKP7		MKI67IPP7
HGNC:44956	Approved	NIFKP8		MKI67IPP8
HGNC:44957	Approved	NIFKP9		MKI67IPP9
HGNC:28646	Approved	NIM1K	MGC42105	
HGNC:28646	Approved	NIM1K	NIM1	
HGNC:14906	Approved	NIN		
HGNC:7824	Approved	NINJ1	NIN1	
HGNC:7825	Approved	NINJ2		
HGNC:40405	Approved	NINJ2-AS1		
HGNC:29163	Approved	NINL	KIAA0980	
HGNC:29163	Approved	NINL	NLP	
HGNC:7826	Entry Withdrawn	NIP1L		
HGNC:24328	Approved	NIP7	CGI-37	
HGNC:24328	Approved	NIP7	FLJ10296	
HGNC:24328	Approved	NIP7	HSPC031	
HGNC:24328	Approved	NIP7	KD93	
HGNC:45180	Approved	NIP7P1		
HGNC:45181	Approved	NIP7P2		
HGNC:45182	Approved	NIP7P3		
HGNC:17043	Approved	NIPA1	MGC35570	SPG6
HGNC:17043	Approved	NIPA1	SLC57A1	SPG6
HGNC:17044	Approved	NIPA2	SLC57A2	
HGNC:42041	Approved	NIPA2P1		
HGNC:42042	Approved	NIPA2P2		
HGNC:42043	Approved	NIPA2P3		
HGNC:42044	Approved	NIPA2P4		
HGNC:42045	Approved	NIPA2P5		
HGNC:27194	Approved	NIPAL1	DKFZp686A06115	NPAL1
HGNC:27194	Approved	NIPAL1	SLC57A3	NPAL1
HGNC:25854	Approved	NIPAL2	FLJ13955	NPAL2
HGNC:25854	Approved	NIPAL2	SLC57A4	NPAL2
HGNC:25233	Approved	NIPAL3	DJ462O23.2	NPAL3
HGNC:25233	Approved	NIPAL3	SLC57A5	NPAL3
HGNC:28018	Approved	NIPAL4	ICHYN	
HGNC:28018	Approved	NIPAL4	SLC57A6	
HGNC:55542	Approved	NIPAL4-DT		
HGNC:28862	Approved	NIPBL	IDN3	
HGNC:28862	Approved	NIPBL	DKFZp434L1319	
HGNC:28862	Approved	NIPBL	FLJ11203	
HGNC:28862	Approved	NIPBL	FLJ12597	
HGNC:28862	Approved	NIPBL	FLJ13354	
HGNC:28862	Approved	NIPBL	FLJ13648	
HGNC:28862	Approved	NIPBL	Scc2	
HGNC:51293	Approved	NIPBL-DT	NIPBL-AS	NIPBL-AS1
HGNC:7827	Approved	NIPSNAP1		
HGNC:4179	Approved	NIPSNAP2		GBAS
HGNC:23619	Approved	NIPSNAP3A	DKFZp564D177	
HGNC:23619	Approved	NIPSNAP3A	FLJ13953	
HGNC:23619	Approved	NIPSNAP3A	HSPC299	
HGNC:23619	Approved	NIPSNAP3A	MGC14553	
HGNC:23641	Approved	NIPSNAP3B	FLJ11275	
HGNC:18006	Approved	NISCH	KIAA0975	
HGNC:18006	Approved	NISCH	I-1	
HGNC:18006	Approved	NISCH	IRAS	
HGNC:7828	Approved	NIT1		
HGNC:29878	Approved	NIT2		
HGNC:25743	Approved	NKAIN1	FLJ12650	FAM77C
HGNC:38593	Approved	NKAIN1P1		
HGNC:54726	Approved	NKAIN1P2		
HGNC:16443	Approved	NKAIN2	FAM77B	TCBA1
HGNC:26829	Approved	NKAIN3	FLJ39630	FAM77D
HGNC:26829	Approved	NKAIN3	FLJ39630	NKAIN3-IT1
HGNC:16191	Approved	NKAIN4	bA261N11.2	C20orf58
HGNC:16191	Approved	NKAIN4	FAM77A	C20orf58
HGNC:29873	Approved	NKAP	FLJ22626	
HGNC:25569	Approved	NKAPD1	FLJ10726	C11orf57
HGNC:21584	Approved	NKAPL	bA424I5.1	C6orf194
HGNC:26706	Approved	NKAPP1	FLJ36576	CXorf42
HGNC:17045	Approved	NKD1		
HGNC:17046	Approved	NKD2	Naked2	
HGNC:7830	Approved	NKG7	GIG1	
HGNC:7830	Approved	NKG7	GMP-17	
HGNC:51599	Approved	NKILA		
HGNC:17899	Approved	NKIRAS1	KBRAS1	
HGNC:17899	Approved	NKIRAS1	kappaB-Ras1	
HGNC:17898	Approved	NKIRAS2	KBRAS2	
HGNC:17898	Approved	NKIRAS2	DKFZP434N1526	
HGNC:17898	Approved	NKIRAS2	kappaB-Ras2	
HGNC:24739	Approved	NKPD1	FLJ33600	
HGNC:19374	Approved	NKRF	ITBA4	
HGNC:19374	Approved	NKRF	NRF	
HGNC:7832	Entry Withdrawn	NKS1	EC-1	
HGNC:7833	Approved	NKTR	p104	
HGNC:24975	Approved	NKX1-1	HSPX153	
HGNC:24975	Approved	NKX1-1	SAX2	
HGNC:31652	Approved	NKX1-2	bB238F13.2	C10orf121
HGNC:11825	Approved	NKX2-1	TTF-1	NKX2A
HGNC:11825	Approved	NKX2-1	TTF-1	BCH
HGNC:11825	Approved	NKX2-1	TTF-1	TITF1
HGNC:11825	Approved	NKX2-1	TTF1	NKX2A
HGNC:11825	Approved	NKX2-1	TTF1	BCH
HGNC:11825	Approved	NKX2-1	TTF1	TITF1
HGNC:40585	Approved	NKX2-1-AS1		
HGNC:7835	Approved	NKX2-2	NKX2.2	NKX2B
HGNC:37154	Approved	NKX2-2-AS1	NKX2-2AS	
HGNC:7836	Approved	NKX2-3	NKX2.3	NKX2C
HGNC:7836	Approved	NKX2-3	CSX3	NKX2C
HGNC:7836	Approved	NKX2-3	NKX4-3	NKX2C
HGNC:7837	Approved	NKX2-4	NKX2.4	NKX2D
HGNC:2488	Approved	NKX2-5	CSX1	CSX
HGNC:2488	Approved	NKX2-5	CSX1	NKX2E
HGNC:2488	Approved	NKX2-5	NKX2.5	CSX
HGNC:2488	Approved	NKX2-5	NKX2.5	NKX2E
HGNC:2488	Approved	NKX2-5	NKX4-1	CSX
HGNC:2488	Approved	NKX2-5	NKX4-1	NKX2E
HGNC:32940	Approved	NKX2-6	CSX2	
HGNC:32940	Approved	NKX2-6	NKX4-2	
HGNC:16364	Approved	NKX2-8	NKX2.8	NKX2H
HGNC:16364	Approved	NKX2-8	Nkx2-9	NKX2H
HGNC:7838	Approved	NKX3-1	NKX3.1	NKX3A
HGNC:7838	Approved	NKX3-1	BAPX2	NKX3A
HGNC:951	Approved	NKX3-2	NKX3B	BAPX1
HGNC:951	Approved	NKX3-2	NKX3.2	BAPX1
HGNC:7839	Approved	NKX6-1	Nkx6.1	NKX6A
HGNC:19321	Approved	NKX6-2	NKX6B	
HGNC:19321	Approved	NKX6-2	GTX	
HGNC:19321	Approved	NKX6-2	NKX6.1	
HGNC:26328	Approved	NKX6-3	FLJ25169	
HGNC:19889	Approved	NLE1	FLJ10458	NLE
HGNC:14291	Approved	NLGN1	KIAA1070	
HGNC:40676	Approved	NLGN1-AS1		
HGNC:14290	Approved	NLGN2	KIAA1366	
HGNC:14289	Approved	NLGN3	HNL3	
HGNC:14289	Approved	NLGN3	KIAA1480	
HGNC:14289	Approved	NLGN3	ASPGX1	
HGNC:14289	Approved	NLGN3	AUTSX1	
HGNC:14287	Approved	NLGN4X	KIAA1260	NLGN4
HGNC:14287	Approved	NLGN4X	NLGN	NLGN4
HGNC:14287	Approved	NLGN4X	HLNX	NLGN4
HGNC:15529	Approved	NLGN4Y	KIAA0951	
HGNC:38793	Approved	NLGN4Y-AS1		NLGN4YAS
HGNC:38793	Approved	NLGN4Y-AS1		NLGN4Y-AS
HGNC:29858	Approved	NLK		
HGNC:16058	Approved	NLN	KIAA1226	AGTBP
HGNC:29889	Approved	NLRC3	CLR16.2	
HGNC:29889	Approved	NLRC3	FLJ00348	
HGNC:29889	Approved	NLRC3	NOD3	
HGNC:16412	Approved	NLRC4	CLAN1	CARD12
HGNC:16412	Approved	NLRC4	ipaf	CARD12
HGNC:16412	Approved	NLRC4	CLANA	CARD12
HGNC:16412	Approved	NLRC4	CLANB	CARD12
HGNC:16412	Approved	NLRC4	CLANC	CARD12
HGNC:16412	Approved	NLRC4	CLAND	CARD12
HGNC:16412	Approved	NLRC4	CLR2.1	CARD12
HGNC:16412	Approved	NLRC4	CLAN	CARD12
HGNC:29933	Approved	NLRC5	NOD27	
HGNC:29933	Approved	NLRC5	CLR16.1	
HGNC:29933	Approved	NLRC5	FLJ21709	
HGNC:14374	Approved	NLRP1	KIAA0926	NALP1
HGNC:14374	Approved	NLRP1	KIAA0926	SLEV1
HGNC:14374	Approved	NLRP1	DKFZp586O1822	NALP1
HGNC:14374	Approved	NLRP1	DKFZp586O1822	SLEV1
HGNC:14374	Approved	NLRP1	CARD7	NALP1
HGNC:14374	Approved	NLRP1	CARD7	SLEV1
HGNC:14374	Approved	NLRP1	NAC	NALP1
HGNC:14374	Approved	NLRP1	NAC	SLEV1
HGNC:14374	Approved	NLRP1	CLR17.1	NALP1
HGNC:14374	Approved	NLRP1	CLR17.1	SLEV1
HGNC:14374	Approved	NLRP1	DEFCAP	NALP1
HGNC:14374	Approved	NLRP1	DEFCAP	SLEV1
HGNC:14374	Approved	NLRP1	VAMAS1	NALP1
HGNC:14374	Approved	NLRP1	VAMAS1	SLEV1
HGNC:22948	Approved	NLRP2	FLJ20510	NALP2
HGNC:22948	Approved	NLRP2	PYPAF2	NALP2
HGNC:22948	Approved	NLRP2	NBS1	NALP2
HGNC:22948	Approved	NLRP2	PAN1	NALP2
HGNC:22948	Approved	NLRP2	CLR19.9	NALP2
HGNC:29887	Approved	NLRP2B	NOD24	NLRP2P
HGNC:29887	Approved	NLRP2B	NALP2P	NLRP2P
HGNC:29887	Approved	NLRP2B	CLRX.1	NLRP2P
HGNC:29887	Approved	NLRP2B	POP4	NLRP2P
HGNC:16400	Approved	NLRP3	AGTAVPRL	C1orf7
HGNC:16400	Approved	NLRP3	AGTAVPRL	CIAS1
HGNC:16400	Approved	NLRP3	AGTAVPRL	DFNA34
HGNC:16400	Approved	NLRP3	AII	C1orf7
HGNC:16400	Approved	NLRP3	AII	CIAS1
HGNC:16400	Approved	NLRP3	AII	DFNA34
